0140001000  main
0140022028  GetCurrentDirectoryA
0140022030  DosDateTimeToFileTime
0140022038  CreateFileA
0140022040  SetFileTime
0140022048  CloseHandle
0140022050  GetModuleHandleW
0140022058  Sleep
0140022060  GetProcAddress
0140022068  ExitProcess
0140022070  EnterCriticalSection
0140022078  LeaveCriticalSection
0140022080  GetLastError
0140022088  DeleteFileA
0140022090  GetSystemTimeAsFileTime
0140022098  HeapFree
01400220A0  HeapAlloc
01400220A8  GetCommandLineA
01400220B0  __imp_RtlUnwindEx
01400220B8  TerminateProcess
01400220C0  GetCurrentProcess
01400220C8  UnhandledExceptionFilter
01400220D0  SetUnhandledExceptionFilter
01400220D8  IsDebuggerPresent
01400220E0  __imp_RtlVirtualUnwind
01400220E8  __imp_RtlLookupFunctionEntry
01400220F0  RtlCaptureContext
01400220F8  GetCPInfo
0140022100  GetACP
0140022108  GetOEMCP
0140022110  IsValidCodePage
0140022118  __imp_EncodePointer
0140022120  __imp_DecodePointer
0140022128  FlsGetValue
0140022130  FlsSetValue
0140022138  FlsFree
0140022140  SetLastError
0140022148  GetCurrentThreadId
0140022150  FlsAlloc
0140022158  LCMapStringA
0140022160  WideCharToMultiByte
0140022168  MultiByteToWideChar
0140022170  LCMapStringW
0140022178  ReadFile
0140022180  WriteFile
0140022188  GetStdHandle
0140022190  GetModuleFileNameA
0140022198  DeleteCriticalSection
01400221A0  LoadLibraryA
01400221A8  InitializeCriticalSectionAndSpinCount
01400221B0  RaiseException
01400221B8  __imp_RtlPcToFileHeader
01400221C0  SetHandleCount
01400221C8  GetFileType
01400221D0  GetStartupInfoA
01400221D8  GetConsoleCP
01400221E0  GetConsoleMode
01400221E8  SetFilePointer
01400221F0  FlushFileBuffers
01400221F8  HeapSetInformation
0140022200  HeapCreate
0140022208  FreeEnvironmentStringsA
0140022210  GetEnvironmentStrings
0140022218  FreeEnvironmentStringsW
0140022220  GetEnvironmentStringsW
0140022228  QueryPerformanceCounter
0140022230  GetTickCount
0140022238  GetCurrentProcessId
0140022240  GetStringTypeA
0140022248  GetStringTypeW
0140022250  GetLocaleInfoA
0140022258  SetStdHandle
0140022260  HeapSize
0140022268  HeapReAlloc
0140022270  WriteConsoleA
0140022278  GetConsoleOutputCP
0140022280  WriteConsoleW
0140022288  SetEndOfFile
0140022290  GetProcessHeap
0140022298  ReadConsoleInputA
01400222A0  SetConsoleMode
01400222B0  unk_1400222B0
01400222C8  qword_1400222C8
01400222F8  qword_1400222F8
0140022300  First
0140022318  Last
0140022320  qword_140022320
0140022328  qword_140022328
0140022340  jpt_1400010EA
01400223C0  aCanTOpenFileS
01400223D4  aReadWriteError
01400223F8  aOutOfMemory
0140022408  aPmm
014002240C  Mode
0140022410  aAB
0140022414  aWb
0140022418  Src
0140022440  Format
0140022480  a7979sC
014002248C  aRatiosLst
0140022498  aAT
014002249C  aS
01400224A0  aSAlreadyExists
01400224DC  aUserBreak
0140022500  aMonstrousPpmii
0140022560  aVarJTseCcRate1
0140022780  aUnknownCommand
0140022798  aUnknownSwitchS
01400227B0  byte_1400227B0
01400227C0  byte_1400227C0
01400227E4  byte_1400227E4
01400227F4  byte_1400227F4
0140022804  byte_140022804
0140022814  byte_140022814
014002282C  byte_14002282C
0140022834  byte_140022834
0140022850  xmmword_140022850
0140022860  xmmword_140022860
0140022870  xmmword_140022870
0140022880  xmmword_140022880
0140022890  xmmword_140022890
01400228A0  xmmword_1400228A0
01400228B0  xmmword_1400228B0
01400228C0  xmmword_1400228C0
01400228D0  xmmword_1400228D0
01400228E0  xmmword_1400228E0
01400228F0  xmmword_1400228F0
0140022900  byte_140022900
0140022910  byte_140022910
0140022920  byte_140022920
0140022928  byte_140022928
0140022930  byte_140022930
0140022931  byte_140022931
0140022950  ProcName
0140022960  ModuleName
0140022978  aBadAllocation
0140022990  ??_7bad_alloc@std@@6B@
01400229A0  aNull_0
01400229B0  aNull
0140022AA4  SrcStr
0140022AA8  Str1
0140022AAC  Str2
0140022AB8  aUtf16le
0140022AC8  aUnicode
0140022AD0  aRuntimeError
0140022AE0  asc_140022AE0
0140022AE8  aTlossError
0140022AF8  aSingError
0140022B08  aDomainError
0140022B20  aR6034AnApplica
0140022BC0  aR6033AttemptTo
0140022CB8  aR6032NotEnough
0140022CF0  aR6031AttemptTo
0140022D58  aR6030CrtNotIni
0140022D78  aR6028UnableToI
0140022DA0  aR6027NotEnough
0140022DD8  aR6026NotEnough
0140022E10  aR6025PureVirtu
0140022E38  aR6024NotEnough
0140022E70  aR6019UnableToO
0140022EA0  aR6018Unexpecte
0140022EC8  aR6017Unexpecte
0140022EF8  aR6016NotEnough
0140022F30  aThisApplicatio
0140022FC8  aR6009NotEnough
0140022FF8  aR6008NotEnough
0140023028  aR6002FloatingP
0140023058  aMicrosoftVisua
0140023080  Source
0140023084  asc_140023084
0140023088  aProgramNameUnk
01400230A0  aRuntimeErrorPr
0140023168  off_140023168
0140023178  aUnknownExcepti
0140023198  ??_7type_info@@6B@
0140023340  word_140023340
0140023542  word_140023542
0140023A50  aHhMmSs
0140023A60  aDdddMmmmDdYyyy
0140023A78  aMmDdYy
0140023A84  aPm
0140023A88  aAm
0140023A90  aDecember
0140023AA0  aNovember
0140023AB0  aOctober
0140023AB8  aSeptember
0140023AC4  aAugust
0140023ACC  aJuly
0140023AD4  aJune
0140023ADC  aApril
0140023AE4  aMarch
0140023AF0  aFebruary
0140023B00  aJanuary
0140023B08  aDec
0140023B0C  aNov
0140023B10  aOct
0140023B14  aSep
0140023B18  aAug
0140023B1C  aJul
0140023B20  aJun
0140023B24  aMay
0140023B28  aApr
0140023B2C  aMar
0140023B30  aFeb
0140023B34  aJan
0140023B38  aSaturday
0140023B44  aFriday
0140023B50  aThursday
0140023B60  aWednesday
0140023B70  aTuesday
0140023B78  aMonday
0140023B80  aSunday
0140023B88  aSat
0140023B8C  aFri
0140023B90  aThu
0140023B94  aWed
0140023B98  aTue
0140023B9C  aMon
0140023BA0  aSun
0140023BA8  aGetprocesswind
0140023BC0  aGetuserobjecti
0140023BE0  aGetlastactivep
0140023BF8  aGetactivewindo
0140023C08  aMessageboxa
0140023C18  LibFileName
0140023C28  ExceptionInfo
0140023C38  aSunmontuewedth
0140023C50  aJanfebmaraprma
0140023C78  aCompleteObject
0140023C98  aClassHierarchy
0140023CB8  aBaseClassArray
0140023CD0  aBaseClassDescr
0140023CF0  aTypeDescriptor
0140023D08  aLocalStaticThr
0140023D28  aManagedVectorC
0140023D58  aVectorVbaseCop
0140023D88  aVectorCopyCons
0140023DB0  aDynamicAtexitD
0140023DD8  aDynamicInitial
0140023DF8  aEhVectorVbaseC
0140023E28  aEhVectorCopyCo
0140023E50  aManagedVectorD
0140023E78  aManagedVectorC_0
0140023EA0  aPlacementDelet
0140023EC0  aPlacementDelet_0
0140023EE0  aOmniCallsig
0140023EF0  aDelete
0140023EFC  aNew
0140023F08  aLocalVftableCo
0140023F30  aLocalVftable
0140023F40  aRtti
0140023F48  aEh
0140023F50  aUdtReturning
0140023F60  aCopyConstructo
0140023F80  aEhVectorVbaseC_0
0140023FA8  aEhVectorDestru
0140023FC8  aEhVectorConstr
0140023FF0  aVirtualDisplac
0140024010  aVectorVbaseCon
0140024038  aVectorDestruct
0140024058  aVectorConstruc
0140024078  aScalarDeleting
0140024098  aDefaultConstru
01400240B8  aVectorDeleting
01400240D8  aVbaseDestructo
01400240F0  aString
0140024100  aLocalStaticGua
0140024118  aTypeof
0140024128  aVcall
0140024130  aVbtable
0140024140  aVftable
014002414C  asc_14002414C
0140024150  asc_140024150
0140024154  asc_140024154
0140024158  asc_140024158
014002415C  asc_14002415C
0140024160  asc_140024160
0140024164  asc_140024164
0140024168  asc_140024168
014002416C  asc_14002416C
0140024170  asc_140024170
0140024174  asc_140024174
0140024178  asc_140024178
014002417C  asc_14002417C
0140024180  asc_140024180
0140024184  asc_140024184
0140024188  asc_140024188
014002418C  asc_14002418C
0140024190  asc_140024190
0140024194  asc_140024194
0140024198  asc_140024198
014002419C  asc_14002419C
01400241A0  asc_1400241A0
01400241A4  asc_1400241A4
01400241A8  asc_1400241A8
01400241AC  asc_1400241AC
01400241B0  asc_1400241B0
01400241B4  asc_1400241B4
01400241B8  asc_1400241B8
01400241BC  asc_1400241BC
01400241C0  asc_1400241C0
01400241C4  asc_1400241C4
01400241C8  aOperator
01400241D4  asc_1400241D4
01400241D8  asc_1400241D8
01400241DC  asc_1400241DC
01400241E0  asc_1400241E0
01400241E4  asc_1400241E4
01400241E8  asc_1400241E8
01400241F0  aDelete_0
01400241F8  aNew_0
0140024200  aUnaligned
0140024210  aRestrict
0140024220  aPtr64
0140024228  aClrcall
0140024238  aFastcall
0140024248  aThiscall
0140024258  aStdcall
0140024268  aPascal
0140024278  aCdecl
0140024280  aBased
0140024590  FileName
0140024598  aConout
01400248C0  dword_1400248C0
01400248C4  aConstantPropag
01400248F4  aFormal
01400248FC  aReturn
0140024904  aGlobal
014002490C  aI32LxLx
014002491C  aSi32LdLd
0140024930  aF32FF
0140024940  aI64LxLxLxLx
0140024958  aSi64LdLdLdLd
0140024974  aF64FF
0140024984  aBadSecondArgum
0140024998  aFatalErrorCanN
01400249C0  aUsageSInputFil
01400249E4  aUsageSSegmentS
0140024A10  aConversionFrom
0140024A44  aSegmentSize0xX
0140024A60  aCannotAllocate
0140024A98  aInputFileSCorr
0140024AB4  aRoutineNameS
0140024AC8  aFileNameS
0140024ADC  aProfDirS
0140024AF0  aDynamicProfile
0140024B20  aFatalErrorThis
0140024B80  aTheAllowedProc
0140024BA0  aRunTimeCheckFa
0140024C00  aErrorBufferOve
0140024C30  aInitialization
0140024C68  aNtdllModuleNot
0140024C80  aRtlcapturecont
0140024CC0  aWindowsXp64Bit
0140024D20  aStackwalkIsTer
0140024D54  aExceptionIsRai
0140024D80  aSignalSIsRaise
0140024D94  aSignalSIsRaise_0
0140024DB0  aSigsegv
0140024DB8  aSigill
0140024DC0  aSigbus
0140024DC8  aSigfpe
0140024DD0  aUnknown
0140024DD8  aNoError
0140024DE4  aYouMustLinkWit
0140024E20  aIntelRCoreTmDu
0140024EC0  aIntelRPentiumR
0140024F40  aIntelRPentiumR_0
0140024F80  aIntelRPentiumR_1
0140025020  aIntelRProcesso
0140025060  aIntelRProcesso_0
01400250A0  aIntelRProcesso_1
01400250D4  aIntelRProcesso_2
0140025110  aGenuineintel
0140025120  aAuthenticamd
0140025130  word_140025130
01400251B0  byte_1400251B0
0140025478  ??_R4bad_alloc@std@@6B@
01400254A0  ??_R3bad_alloc@std@@8
01400254B8  ??_R2bad_alloc@std@@8
01400254D0  ??_R1A@?0A@EA@bad_alloc@std@@8
01400254F8  ??_R1A@?0A@EA@exception@std@@8
0140025520  ??_R3exception@std@@8
0140025538  ??_R2exception@std@@8
0140025548  ??_R4exception@std@@6B@
0140025570  ??_R4type_info@@6B@
0140025598  ??_R3type_info@@8
01400255B0  ??_R2type_info@@8
01400255C0  ??_R1A@?0A@EA@type_info@@8
01400255F0  qword_1400255F0
0140025600  qword_140025600
0140025608  stru_140025608
0140025620  stru_140025620
0140025638  stru_140025638
0140025654  stru_140025654
0140025684  stru_140025684
0140025694  stru_140025694
014002569C  stru_14002569C
01400256A8  stru_1400256A8
01400256B4  stru_1400256B4
01400256CC  stru_1400256CC
01400256E0  stru_1400256E0
01400256F0  stru_1400256F0
0140025708  stru_140025708
0140025720  stru_140025720
0140025738  stru_140025738
0140025750  stru_140025750
014002575C  stru_14002575C
014002577C  stru_14002577C
014002578C  stru_14002578C
014002579C  stru_14002579C
01400257AC  stru_1400257AC
01400257C4  stru_1400257C4
01400257D8  stru_1400257D8
01400257EC  stru_1400257EC
01400257FC  stru_1400257FC
0140025814  stru_140025814
0140025824  stru_140025824
014002583C  stru_14002583C
0140025848  stru_140025848
0140025858  stru_140025858
014002586C  stru_14002586C
014002587C  stru_14002587C
0140025898  stru_140025898
01400258A4  stru_1400258A4
01400258B8  stru_1400258B8
01400258C8  stru_1400258C8
01400258EC  stru_1400258EC
01400258F8  stru_1400258F8
0140025934  stru_140025934
014002594C  stru_14002594C
0140025958  stru_140025958
0140025988  stru_140025988
0140025994  stru_140025994
014002599C  stru_14002599C
01400259C0  stru_1400259C0
01400259C8  stru_1400259C8
01400259F4  stru_1400259F4
0140025A10  stru_140025A10
0140025A2C  stru_140025A2C
0140025A6C  stru_140025A6C
0140025A80  stru_140025A80
0140025A90  stru_140025A90
0140025A98  stru_140025A98
0140025AC0  stru_140025AC0
0140025AC8  stru_140025AC8
0140025AD8  stru_140025AD8
0140025AFC  stru_140025AFC
0140025B18  stru_140025B18
0140025B28  stru_140025B28
0140025B30  stru_140025B30
0140025B44  stru_140025B44
0140025B58  stru_140025B58
0140025B7C  stru_140025B7C
0140025B88  stru_140025B88
0140025BA4  stru_140025BA4
0140025BC8  stru_140025BC8
0140025BE4  stru_140025BE4
0140025C14  stru_140025C14
0140025C1C  stru_140025C1C
0140025C3C  stru_140025C3C
0140025C70  stru_140025C70
0140025CA4  stru_140025CA4
0140025CCC  stru_140025CCC
0140025CDC  stru_140025CDC
0140025CE4  stru_140025CE4
0140025CF4  stru_140025CF4
0140025D10  stru_140025D10
0140025D28  stru_140025D28
0140025D50  stru_140025D50
0140025D58  stru_140025D58
0140025D70  stru_140025D70
0140025DA0  stru_140025DA0
0140025DB4  stru_140025DB4
0140025DC8  stru_140025DC8
0140025DF4  stru_140025DF4
0140025E24  stru_140025E24
0140025E30  stru_140025E30
0140025E50  stru_140025E50
0140025E70  stru_140025E70
0140025EA0  stru_140025EA0
0140025EC0  stru_140025EC0
0140025EEC  stru_140025EEC
0140025EF4  stru_140025EF4
0140025F00  stru_140025F00
0140025F38  stru_140025F38
0140025F50  stru_140025F50
0140025F78  stru_140025F78
0140025F9C  stru_140025F9C
0140025FCC  stru_140025FCC
0140025FFC  stru_140025FFC
0140026024  stru_140026024
0140026054  stru_140026054
014002605C  stru_14002605C
0140026070  stru_140026070
014002608C  stru_14002608C
014002609C  stru_14002609C
01400260B4  stru_1400260B4
01400260C0  stru_1400260C0
01400260D0  stru_1400260D0
01400260F8  stru_1400260F8
0140026108  stru_140026108
0140026110  stru_140026110
0140026118  stru_140026118
0140026128  stru_140026128
0140026150  stru_140026150
0140026158  stru_140026158
0140026170  stru_140026170
0140026178  stru_140026178
014002619C  stru_14002619C
01400261A4  stru_1400261A4
01400261B4  stru_1400261B4
01400261E4  stru_1400261E4
0140026224  stru_140026224
014002623C  stru_14002623C
0140026244  stru_140026244
0140026264  stru_140026264
0140026274  stru_140026274
0140026284  stru_140026284
014002628C  stru_14002628C
01400262A0  stru_1400262A0
01400262BC  stru_1400262BC
01400262E8  stru_1400262E8
01400262F0  stru_1400262F0
01400262F8  stru_1400262F8
0140026304  stru_140026304
0140026310  stru_140026310
0140026330  __TI2?AVbad_alloc@std@@
0140026350  __CTA2?AVbad_alloc@std@@
0140026368  __CT??_R0?AVbad_alloc@std@@@8_140012744
0140026390  __CT??_R0?AVexception@std@@@8_1400182FC
01400263B4  stru_1400263B4
01400263C4  stru_1400263C4
01400263CC  stru_1400263CC
01400263DC  stru_1400263DC
01400263F4  stru_1400263F4
0140026404  __IMPORT_DESCRIPTOR_KERNEL32
0140026430  off_140026430
01400266E0  word_1400266E0
01400266F2  word_1400266F2
0140026702  word_140026702
014002670E  word_14002670E
0140026724  word_140026724
014002673C  word_14002673C
0140026754  word_140026754
014002676C  word_14002676C
014002677A  word_14002677A
0140026788  word_140026788
0140026796  word_140026796
01400267AA  word_1400267AA
01400267B2  word_1400267B2
01400267C4  word_1400267C4
01400267D2  word_1400267D2
01400267EA  word_1400267EA
0140026802  word_140026802
0140026812  word_140026812
0140026820  word_140026820
014002683A  word_14002683A
0140026846  word_140026846
0140026852  word_140026852
0140026864  word_140026864
0140026872  word_140026872
0140026886  word_140026886
014002689A  word_14002689A
01400268B6  word_1400268B6
01400268D4  word_1400268D4
01400268E8  word_1400268E8
01400268FC  word_1400268FC
0140026916  word_140026916
014002692A  word_14002692A
0140026936  word_140026936
0140026940  word_140026940
014002694C  word_14002694C
014002695E  word_14002695E
014002696E  word_14002696E
014002697E  word_14002697E
014002698C  word_14002698C
014002699A  word_14002699A
01400269A4  word_1400269A4
01400269B4  word_1400269B4
01400269CA  word_1400269CA
01400269D6  word_1400269D6
01400269E6  word_1400269E6
01400269FC  word_1400269FC
0140026A12  word_140026A12
0140026A22  word_140026A22
0140026A2E  word_140026A2E
0140026A3A  word_140026A3A
0140026A4A  word_140026A4A
0140026A60  word_140026A60
0140026A78  word_140026A78
0140026A88  word_140026A88
0140026AB0  word_140026AB0
0140026AC2  word_140026AC2
0140026AD6  word_140026AD6
0140026AE8  word_140026AE8
0140026AF6  word_140026AF6
0140026B08  word_140026B08
0140026B18  word_140026B18
0140026B2A  word_140026B2A
0140026B3C  word_140026B3C
0140026B50  word_140026B50
0140026B66  word_140026B66
0140026B74  word_140026B74
0140026B8E  word_140026B8E
0140026BA6  word_140026BA6
0140026BC0  word_140026BC0
0140026BDA  word_140026BDA
0140026BF4  word_140026BF4
0140026C04  word_140026C04
0140026C1A  word_140026C1A
0140026C2C  word_140026C2C
0140026C3E  word_140026C3E
0140026C50  word_140026C50
0140026C60  word_140026C60
0140026C6C  word_140026C6C
0140026C7A  word_140026C7A
0140026C8A  word_140026C8A
0140026CA0  word_140026CA0
0140026CB0  word_140026CB0
0140026CC0  word_140026CC0
0140026CD2  aKernel32Dll
0140026CE0  word_140026CE0
0140026CF4  word_140026CF4
0140027000  Ptr
0140027008  off_140027008
0140027010  ??_R0?AVbad_alloc@std@@@8
0140027020  aAvbadAllocStd
0140027038  ??_R0?AVexception@std@@@8
0140027048  aAvexceptionStd
0140027060  off_140027060
014002707C  byte_14002707C
01400273F0  byte_1400273F0
0140027420  dword_140027420
0140027428  off_140027428
0140027430  off_140027430
0140027440  dword_140027440
01400275A8  dword_1400275A8
01400275AC  dword_1400275AC
01400275B0  qword_1400275B0
01400275B8  qword_1400275B8
01400275C0  byte_1400275C0
01400279F0  off_1400279F0
01400279F8  byte_1400279F8
0140027A00  byte_140027A00
0140027AF8  dword_140027AF8
0140027B00  byte_140027B00
0140027B10  byte_140027B10
0140027C70  off_140027C70
0140027C80  off_140027C80
0140027C90  dwFlsIndex
0140027DA0  stru_140027DA0
0140027F10  qword_140027F10
0140027FB0  lpCriticalSection
0140028150  off_140028150
0140028180  off_140028180
0140028190  off_140028190
0140028198  off_140028198
01400281A0  dword_1400281A0
01400281A4  dword_1400281A4
01400281AC  dword_1400281AC
01400281C0  ??_R0?AVtype_info@@@8
01400281D0  aAvtypeInfo
01400281E0  off_1400281E0
0140028260  off_140028260
01400283D0  qword_1400283D0
01400283E0  off_1400283E0
01400283E8  off_1400283E8
01400283F0  off_1400283F0
01400283F8  off_1400283F8
0140028400  off_140028400
0140028408  off_140028408
0140028410  off_140028410
0140028418  off_140028418
0140028420  off_140028420
0140028428  off_140028428
0140028450  byte_140028450
0140028460  dword_140028460
0140028480  aPst
01400284C0  aPdt
0140028530  hConsoleHandle
0140028538  hObject
01400285E0  dword_1400285E0
01400285E8  dword_1400285E8
01400285EC  dword_1400285EC
01400285F0  dword_1400285F0
0140028E14  dword_140028E14
0140028E20  dword_140028E20
0140028E40  Buffer
0140028E48  f_ENC
0140028E4C  f_LOG
0140028E50  arch_hdr
0140028EFF  byte_140028EFF
0140028F00  xmmword_140028F00
0140028F10  xmmword_140028F10
0140028F20  xmmword_140028F20
0140028F30  xmmword_140028F30
0140029000  byte_140029000
0140029100  xmmword_140029100
0140029110  xmmword_140029110
0140029120  xmmword_140029120
0140029130  xmmword_140029130
0140029200  xmmword_140029200
0140029240  byte_140029240
01400292BE  byte_1400292BE
01400292C0  byte_1400292C0
01400293C0  byte_1400293C0
0140029440  byte_140029440
0140029500  xmmword_140029500
0140029510  xmmword_140029510
0140029520  xmmword_140029520
0140029530  xmmword_140029530
0140029540  dword_140029540
0140029940  byte_140029940
014002A150  qword_14002A150
014002A158  byte_14002A158
014006A158  byte_14006A158
014007A158  byte_14007A158
014008A158  byte_14008A158
014009A158  byte_14009A158
01400AA158  byte_1400AA158
01400BA158  byte_1400BA158
01400BA159  byte_1400BA159
01400CA158  byte_1400CA158
01400CA159  byte_1400CA159
01400CA15A  byte_1400CA15A
01400CA15B  byte_1400CA15B
01400DA158  byte_1400DA158
01400EA158  byte_1400EA158
014010A158  dword_14010A158
014010A558  dword_14010A558
014010A958  dword_14010A958
014010AD58  byte_14010AD58
014014AD58  dword_14014AD58
014014AD5C  byte_14014AD5C
014014AD60  qword_14014AD60
014014AD68  dword_14014AD68
014014AD6C  dword_14014AD6C
014014AD70  dword_14014AD70
014014AD74  dword_14014AD74
014014AD78  dword_14014AD78
014014AD7C  dword_14014AD7C
014014AD80  dword_14014AD80
014014AD84  dword_14014AD84
014014AD88  dword_14014AD88
014014AD8C  dword_14014AD8C
014014AD90  dword_14014AD90
014014AD94  dword_14014AD94
014014AD98  dword_14014AD98
014014AD9C  dword_14014AD9C
014014ADA0  dword_14014ADA0
014014ADA4  dword_14014ADA4
014014ADA8  dword_14014ADA8
014014ADAC  dword_14014ADAC
014014ADB0  dword_14014ADB0
014014ADB4  dword_14014ADB4
014014ADB8  dword_14014ADB8
014014ADBC  dword_14014ADBC
014014ADC0  dword_14014ADC0
014014ADC8  dword_14014ADC8
014014ADCC  dword_14014ADCC
014014ADD0  dword_14014ADD0
014014ADD4  dword_14014ADD4
014014ADD8  dword_14014ADD8
014014ADDC  dword_14014ADDC
014014ADE0  dword_14014ADE0
014014ADE4  dword_14014ADE4
014014ADE8  dword_14014ADE8
014014ADEC  dword_14014ADEC
014014ADF0  dword_14014ADF0
014014ADF4  dword_14014ADF4
014014ADF8  dword_14014ADF8
014014ADFC  dword_14014ADFC
014014ED90  xmmword_14014ED90
014014EDA0  xmmword_14014EDA0
014014EDB0  xmmword_14014EDB0
014014EDC0  xmmword_14014EDC0
014014EDD0  xmmword_14014EDD0
014014EDE0  xmmword_14014EDE0
014014EDF0  dword_14014EDF0
014014EDFC  dword_14014EDFC
014014F1F0  qword_14014F1F0
014014F1F8  dword_14014F1F8
014014F1FC  dword_14014F1FC
01401CF1FC  dword_1401CF1FC
014020F1FC  dword_14020F1FC
014021F1FC  dword_14021F1FC
014025F1FC  dword_14025F1FC
014025F200  dword_14025F200
014025F204  dword_14025F204
014025F208  dword_14025F208
014025F20C  dword_14025F20C
014025F220  qword_14025F220
014025F228  qword_14025F228
014025F230  qword_14025F230
014025F240  byte_14025F240
014025FA20  dword_14025FA20
014025FA24  word_14025FA24
014025FA26  word_14025FA26
014043FA20  byte_14043FA20
014043FA26  word_14043FA26
014045FB20  dword_14045FB20
014045FB24  dword_14045FB24
01405DFC20  dword_1405DFC20
01405DFC24  word_1405DFC24
01405DFC26  word_1405DFC26
01405EFC26  word_1405EFC26
014077FC20  byte_14077FC20
014077FC26  word_14077FC26
014078FC26  word_14078FC26
014079FD20  dword_14079FD20
01407A0720  dword_1407A0720
01407A0724  dword_1407A0724
0140FA0820  dword_140FA0820
0140FA0824  dword_140FA0824
0141060920  dword_141060920
0141060924  dword_141060924
0141108A20  byte_141108A20
0141108B20  dword_141108B20
0141108B24  word_141108B24
0141108B26  word_141108B26
0141128C20  dword_141128C20
0141128C24  word_141128C24
0141128C26  word_141128C26
0141130D20  dword_141130D20
0141130D24  dword_141130D24
0141133520  xmmword_141133520
0141133548  PPMblock_size
0141133550  qword_141133550
0141133558  qword_141133558
0141133560  qword_141133560
0141133568  qword_141133568
0141133570  qword_141133570
0141133578  PPMblock
0141133580  qword_141133580
0141133588  qword_141133588
0141133590  qword_141133590
0141133598  qword_141133598
01411335A0  qword_1411335A0
01411335A8  qword_1411335A8
01411335B0  qword_1411335B0
01411335B8  qword_1411335B8
01411335C0  qword_1411335C0
01411335C8  qword_1411335C8
01411335D0  qword_1411335D0
01411335D8  qword_1411335D8
01411335E0  qword_1411335E0
01411335E8  qword_1411335E8
01411335F0  qword_1411335F0
01411335F8  qword_1411335F8
0141133600  qword_141133600
0141133608  qword_141133608
0141133610  qword_141133610
0141133618  qword_141133618
0141133620  qword_141133620
0141133628  qword_141133628
0141133630  qword_141133630
0141133638  qword_141133638
0141133640  qword_141133640
0141133648  dword_141133648
014113364C  dword_14113364C
0141133650  dword_141133650
0141133654  dword_141133654
0141133658  dword_141133658
014113365C  dword_14113365C
0141133660  dword_141133660
0141133664  dword_141133664
0141133668  dword_141133668
014113366C  dword_14113366C
0141133670  dword_141133670
0141133674  dword_141133674
0141133678  dword_141133678
014113367C  dword_14113367C
0141133680  dword_141133680
0141133684  dword_141133684
0141133688  dword_141133688
014113368C  dword_14113368C
0141133690  dword_141133690
0141133694  dword_141133694
0141133698  dword_141133698
014113369C  dword_14113369C
01411336A0  dword_1411336A0
01411336A4  dword_1411336A4
01411336A8  dword_1411336A8
01411336AC  dword_1411336AC
01411336B0  dword_1411336B0
01411336B4  dword_1411336B4
01411336B8  dword_1411336B8
01411336BC  dword_1411336BC
01411336C0  dword_1411336C0
01411336C4  dword_1411336C4
01411336C8  dword_1411336C8
01411336CC  dword_1411336CC
01411336D0  dword_1411336D0
01411336D4  dword_1411336D4
01411336D8  dword_1411336D8
01411336DC  dword_1411336DC
01411336E0  dword_1411336E0
01411336E4  dword_1411336E4
01411336E8  dword_1411336E8
01411336EC  dword_1411336EC
01411336F0  dword_1411336F0
01411336F4  dword_1411336F4
01411336F8  qword_1411336F8
0141133700  dword_141133700
0141133704  dword_141133704
0141133708  dword_141133708
014113370C  dword_14113370C
0141133710  dword_141133710
0141133720  qword_141133720
0141133728  byte_141133728
014113372C  argc
0141133730  argv
0141133740  envp
0141133748  qword_141133748
0141133760  qword_141133760
0141133770  byte_141133770
0141133774  dword_141133774
0141133778  dword_141133778
0141133780  qword_141133780
0141133798  dword_141133798
014113379C  dword_14113379C
01411337A0  qword_1411337A0
01411337A8  qword_1411337A8
01411337B8  dword_1411337B8
01411337C0  qword_1411337C0
01411337D0  qword_1411337D0
01411337D8  dword_1411337D8
01411337E0  word_1411337E0
01411337EC  dword_1411337EC
01411337F0  dword_1411337F0
01411337F4  dword_1411337F4
01411337F8  dword_1411337F8
0141133820  dword_141133820
0141133830  Destination
0141133849  Filename
014113394D  byte_14113394D
0141133B44  byte_141133B44
0141133B50  byte_141133B50
0141133D80  qword_141133D80
0141133D88  qword_141133D88
0141133D90  qword_141133D90
0141133D98  qword_141133D98
0141133DA0  qword_141133DA0
0141133DB0  qword_141133DB0
0141133DC0  qword_141133DC0
0141133DC8  qword_141133DC8
0141133DD0  qword_141133DD0
0141133DD8  dword_141133DD8
0141133DE0  hHeap
0141133DE8  dword_141133DE8
0141133DF0  byte_141133DF0
0141133EF4  byte_141133EF4
0141133EF8  dword_141133EF8
0141133EFC  dword_141133EFC
0141133F00  dword_141133F00
0141133F04  dword_141133F04
0141133F08  qword_141133F08
0141133F10  qword_141133F10
0141133F18  qword_141133F18
0141133F20  qword_141133F20
0141133F28  qword_141133F28
0141133F30  qword_141133F30
0141133F38  qword_141133F38
0141133F40  dword_141133F40
0141133F44  dword_141133F44
0141133F50  qword_141133F50
0141133FD8  dword_141133FD8
0141133FE0  ContextRecord
01411345DC  dword_1411345DC
01411345E0  dword_1411345E0
0141134C20  dword_141134C20
0141134C24  dword_141134C24
0141134C28  dword_141134C28
0141134C2C  uNumber
0141134C40  qword_141134C40
0141134E40  qword_141134E40
0141134E48  qword_141134E48
0141134E50  qword_141134E50
0141134E60  byte_141134E60
0141135E60  dword_141135E60
0141135E64  dword_141135E64
0141135E68  qword_141135E68
0141135E70  qword_141135E70
0141135E78  dword_141135E78
0141135E80  qword_141135E80
0141135E88  qword_141135E88
